Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
London,Kingston upon Thames,Female,Chinese,12,9,x,x,x,826.5,4.406,68.875,0.367166667,x,x,6.8875
London,Kingston upon Thames,Female,,812,755,654,497,414,48445.5,308.359,59.66194581,0.379752463,0.509852217,0.805418719,5.966194581
London,Kingston upon Thames,Male,White,396,382,287,214,148,21422,56.586,54.0959596,0.142893939,0.373737374,0.724747475,5.40959596
London,Kingston upon Thames,Male,Mixed,41,38,33,27,24,2391,9.249,58.31707317,0.225585366,0.585365854,0.804878049,5.831707317
London,Kingston upon Thames,Male,Asian,175,164,149,132,112,10881.5,88.834,62.18,0.507622857,0.64,0.851428571,6.218
London,Kingston upon Thames,Male,Black,43,37,23,18,12,2056.5,-0.153,47.8255814,-0.00355814,0.279069767,0.534883721,4.78255814
London,Kingston upon Thames,Male,Chinese,11,6,11,x,x,801.25,4.941,72.84090909,0.449181818,x,1,7.284090909
London,Kingston upon Thames,Male,,703,661,530,422,322,39704.25,175.069,56.47830725,0.249031294,0.458036984,0.753911807,5.647830725
London,Merton,,White,734,669,515,325,228,38322,140.294,52.20980926,0.19113624,0.310626703,0.701634877,5.220980926
London,Merton,,Mixed,155,146,115,62,47,8325.75,33.89,53.71451613,0.218645161,0.303225806,0.741935484,5.371451613
London,Merton,,Asian,222,190,157,108,78,12136.5,102.861,54.66891892,0.463337838,0.351351351,0.707207207,5.466891892
London,Merton,,Black,299,267,189,93,65,14942.5,63.33,49.97491639,0.21180602,0.217391304,0.632107023,4.997491639
London,Merton,,Chinese,6,4,6,x,x,386,5.793,64.33333333,0.9655,x,1,6.433333333
London,Merton,,,1440,1298,1001,607,434,75459.75,356.281,52.40260417,0.247417361,0.301388889,0.695138889,5.240260417
London,Merton,Female,White,362,331,270,184,135,19730.75,136.218,54.50483425,0.376292818,0.372928177,0.745856354,5.450483425
London,Merton,Female,Mixed,82,79,66,36,25,4522.25,19.217,55.14939024,0.234353659,0.304878049,0.804878049,5.514939024
London,Merton,Female,Asian,104,94,71,58,43,5747.5,57.018,55.26442308,0.54825,0.413461538,0.682692308,5.526442308
London,Merton,Female,Black,150,135,103,55,41,8087.5,69.95,53.91666667,0.466333333,0.273333333,0.686666667,5.391666667
London,Merton,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Merton,Female,,709,648,519,340,250,38720,290.432,54.61212976,0.409636107,0.352609309,0.732016925,5.461212976
London,Merton,Male,White,372,338,245,141,93,18591.25,4.076,49.97647849,0.010956989,0.25,0.658602151,4.997647849
London,Merton,Male,Mixed,73,67,49,26,22,3803.5,14.673,52.10273973,0.201,0.301369863,0.671232877,5.210273973
London,Merton,Male,Asian,118,96,86,50,35,6389,45.843,54.1440678,0.3885,0.296610169,0.728813559,5.41440678
London,Merton,Male,Black,149,132,86,38,24,6855,-6.62,46.00671141,-0.04442953,0.161073826,0.577181208,4.600671141
London,Merton,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Merton,Male,,731,650,482,267,184,36739.75,65.849,50.25957592,0.090080711,0.251709986,0.659370725,5.025957592
London,Newham,,White,582,471,312,210,131,26624.5,-31.681,45.74656357,-0.054434708,0.225085911,0.536082474,4.574656357
London,Newham,,Mixed,199,190,102,99,46,9615.75,-34.849,48.32035176,-0.175120603,0.231155779,0.512562814,4.832035176
London,Newham,,Asian,1601,1471,1125,936,613,86705.5,593.785,54.15708932,0.370883823,0.382885696,0.702685821,5.415708932
London,Newham,,Black,917,826,550,443,234,45172.25,134.208,49.26090513,0.146355507,0.255179935,0.599781897,4.926090513
London,Newham,,Chinese,11,9,8,5,3,656,5.319,59.63636364,0.483545455,0.272727273,0.727272727,5.963636364
London,Newham,,,3489,3112,2202,1797,1080,177736.25,718.25,50.94188879,0.205861278,0.309544282,0.631126397,5.094188879
London,Newham,Female,White,284,218,166,109,74,13439.5,12.329,47.3221831,0.043411972,0.26056338,0.584507042,4.73221831
London,Newham,Female,Mixed,96,91,53,51,26,4850.5,6.326,50.52604167,0.065895833,0.270833333,0.552083333,5.052604167
London,Newham,Female,Asian,817,754,590,513,355,45739,393.153,55.98408813,0.481215422,0.434516524,0.722154223,5.598408813
London,Newham,Female,Black,438,393,283,232,144,22828,116.483,52.11872146,0.265942922,0.328767123,0.646118721,5.211872146
London,Newham,Female,Chinese,5,4,5,x,x,320,2.612,64,0.5224,x,1,6.4
London,Newham,Female,,1709,1514,1140,946,624,90734.5,564.411,53.09215916,0.330258046,0.365125805,0.667056758,5.309215916
London,Newham,Male,White,298,253,146,101,57,13185,-44.01,44.24496644,-0.147684564,0.191275168,0.489932886,4.424496644
London,Newham,Male,Mixed,103,99,49,48,20,4765.25,-41.175,46.26456311,-0.399757282,0.194174757,0.475728155,4.626456311
London,Newham,Male,Asian,784,717,535,423,258,40966.5,200.632,52.25318878,0.255908163,0.329081633,0.682397959,5.225318878
London,Newham,Male,Black,479,433,267,211,90,22344.25,17.725,46.64770355,0.037004175,0.187891441,0.557411273,4.664770355
London,Newham,Male,Chinese,6,5,3,x,x,336,2.707,56,0.451166667,x,0.5,5.6
London,Newham,Male,,1780,1598,1062,851,456,87001.75,153.839,48.87738764,0.086426404,0.256179775,0.596629213,4.887738764
London,Redbridge,,White,903,835,619,319,253,46965.75,112.856,52.01079734,0.124978959,0.280177187,0.685492802,5.201079734
London,Redbridge,,Mixed,230,219,140,87,67,11879.5,-1.993,51.65,-0.008665217,0.291304348,0.608695652,5.165
London,Redbridge,,Asian,1623,1470,1258,832,654,91794.75,632.878,56.55868762,0.389943315,0.402957486,0.775107825,5.655868762
London,Redbridge,,Black,494,470,307,158,112,24428.75,97.716,49.45091093,0.197805668,0.226720648,0.62145749,4.945091093
London,Redbridge,,Chinese,20,16,x,14,14,1319,13.155,65.95,0.65775,0.7,x,6.595
London,Redbridge,,,3363,3097,2413,1447,1131,181302.25,875.299,53.91086827,0.260273268,0.336306869,0.717514124,5.391086827
London,Redbridge,Female,White,436,410,309,172,142,23598.25,126.192,54.12442661,0.289431193,0.325688073,0.708715596,5.412442661
London,Redbridge,Female,Mixed,117,110,82,52,42,6582.5,40.027,56.26068376,0.342111111,0.358974359,0.700854701,5.626068376
London,Redbridge,Female,Asian,744,681,609,436,373,44155.25,411.616,59.3484543,0.553247312,0.501344086,0.818548387,5.93484543
London,Redbridge,Female,Black,264,249,183,100,78,14099.5,109.804,53.40719697,0.415924242,0.295454545,0.693181818,5.340719697
London,Redbridge,Female,Chinese,9,6,x,x,x,598,6.957,66.44444444,0.773,x,x,6.644444444
London,Redbridge,Female,,1616,1497,1222,780,653,91360,703.788,56.53465347,0.435512376,0.404084158,0.756188119,5.653465347
London,Redbridge,Male,White,467,425,310,147,111,23367.5,-13.336,50.03747323,-0.028556745,0.237687366,0.663811563,5.003747323
London,Redbridge,Male,Mixed,113,109,58,35,25,5297,-42.02,46.87610619,-0.371858407,0.221238938,0.513274336,4.687610619
London,Redbridge,Male,Asian,879,789,649,396,281,47639.5,221.262,54.19738339,0.251720137,0.319681456,0.738339022,5.419738339
London,Redbridge,Male,Black,230,221,124,58,34,10329.25,-12.088,44.90978261,-0.052556522,0.147826087,0.539130435,4.490978261
London,Redbridge,Male,Chinese,11,10,11,x,x,721,6.198,65.54545455,0.563454545,x,1,6.554545455
London,Redbridge,Male,,1747,1600,1191,667,478,89942.25,171.511,51.48382942,0.098174585,0.273611906,0.681740126,5.148382942
London,Richmond upon Thames,,White,1025,967,751,583,441,56822,80.903,55.43609756,0.078929756,0.430243902,0.732682927,5.543609756
London,Richmond upon Thames,,Mixed,135,124,95,86,60,7044.5,-2.362,52.18148148,-0.017496296,0.444444444,0.703703704,5.218148148
London,Richmond upon Thames,,Asian,96,77,67,54,41,5381.75,32.718,56.05989583,0.3408125,0.427083333,0.697916667,5.605989583
London,Richmond upon Thames,,Black,48,43,24,23,12,2167.5,-1.617,45.15625,-0.0336875,0.25,0.5,4.515625
London,Richmond upon Thames,,Chinese,12,10,x,8,8,725.5,9.588,60.45833333,0.799,0.666666667,x,6.045833333
London,Richmond upon Thames,,,1367,1266,975,778,579,74653,121.136,54.61082663,0.088614484,0.42355523,0.713240673,5.461082663
London,Richmond upon Thames,Female,White,555,525,419,347,273,31943,102.741,57.55495495,0.185118919,0.491891892,0.754954955,5.755495495
London,Richmond upon Thames,Female,Mixed,68,63,47,46,33,3703.5,17.86,54.46323529,0.262647059,0.485294118,0.691176471,5.446323529
London,Richmond upon Thames,Female,Asian,50,41,36,33,27,2881,25.256,57.62,0.50512,0.54,0.72,5.762
London,Richmond upon Thames,Female,Black,24,21,12,13,6,1163.5,5.149,48.47916667,0.214541667,0.25,0.5,4.847916667
London,Richmond upon Thames,Female,Chinese,5,4,x,x,x,279,5.214,55.8,1.0428,x,x,5.58
London,Richmond upon Thames,Female,,729,676,533,460,354,41389.25,159.862,56.77537723,0.219289438,0.485596708,0.731138546,5.677537723
London,Richmond upon Thames,Male,White,470,442,332,236,168,24879,-21.838,52.93404255,-0.04646383,0.357446809,0.706382979,5.293404255
London,Richmond upon Thames,Male,Mixed,67,61,48,40,27,3341,-20.222,49.86567164,-0.301820896,0.402985075,0.71641791,4.986567164
London,Richmond upon Thames,Male,Asian,46,36,31,21,14,2500.75,7.462,54.36413043,0.162217391,0.304347826,0.673913043,5.436413043
London,Richmond upon Thames,Male,Black,24,22,12,10,6,1004,-6.766,41.83333333,-0.281916667,0.25,0.5,4.183333333
London,Richmond upon Thames,Male,Chinese,7,6,x,x,x,446.5,4.374,63.78571429,0.624857143,x,x,6.378571429
London,Richmond upon Thames,Male,,638,590,442,318,225,33263.75,-38.726,52.13753918,-0.06069906,0.352664577,0.692789969,5.213753918
London,Sutton,,White,1623,1563,1156,720,562,89014.25,-5.322,54.84550216,-0.003279113,0.346272335,0.712261245,5.484550216
London,Sutton,,Mixed,201,184,153,124,100,11984.25,27.016,59.62313433,0.13440796,0.497512438,0.76119403,5.962313433
London,Sutton,,Asian,524,465,485,430,391,35866.5,288.175,68.44751908,0.54995229,0.746183206,0.925572519,6.844751908
London,Sutton,,Black,212,188,157,135,104,12459.5,51.076,58.77122642,0.240924528,0.490566038,0.740566038,5.877122642
London,Sutton,,Chinese,41,40,41,33,30,3012.5,25.475,73.47560976,0.621341463,0.731707317,1,7.347560976
London,Sutton,,,2667,2501,2048,1488,1225,156471.5,415.609,58.66947882,0.155833896,0.459317585,0.767904012,5.866947882
London,Sutton,Female,White,772,746,556,392,321,43729.5,119.522,56.64443005,0.154821244,0.415803109,0.720207254,5.664443005
London,Sutton,Female,Mixed,97,88,73,65,51,6033.5,34.407,62.20103093,0.35471134,0.525773196,0.75257732,6.220103093
London,Sutton,Female,Asian,266,245,253,231,219,18382.5,182.602,69.10714286,0.686473684,0.823308271,0.95112782,6.910714286
London,Sutton,Female,Black,110,95,83,75,59,6465.5,43.115,58.77727273,0.391954545,0.536363636,0.754545455,5.877727273
London,Sutton,Female,Chinese,18,18,18,x,15,1336.5,13.14,74.25,0.73,0.833333333,1,7.425
London,Sutton,Female,,1297,1224,1014,805,689,78213.5,412.275,60.30339244,0.317868157,0.531225906,0.781804163,6.030339244
London,Sutton,Male,White,851,817,600,328,241,45284.75,-124.844,53.21357227,-0.146702703,0.28319624,0.705052879,5.321357227
London,Sutton,Male,Mixed,104,96,80,59,49,5950.75,-7.391,57.21875,-0.071067308,0.471153846,0.769230769,5.721875
London,Sutton,Male,Asian,258,220,232,199,172,17484,105.573,67.76744186,0.409197674,0.666666667,0.899224806,6.776744186
London,Sutton,Male,Black,102,93,74,60,45,5994,7.961,58.76470588,0.07804902,0.441176471,0.725490196,5.876470588
London,Sutton,Male,Chinese,23,22,23,x,15,1676,12.335,72.86956522,0.536304348,0.652173913,1,7.286956522
London,Sutton,Male,,1370,1277,1034,683,536,78258,3.334,57.12262774,0.002433577,0.391240876,0.754744526,5.712262774
London,Waltham Forest,,White,969,838,613,376,247,49058,172.755,50.62745098,0.178281734,0.254901961,0.632610939,5.062745098
London,Waltham Forest,,Mixed,227,221,140,84,55,11352,6.346,50.00881057,0.027955947,0.242290749,0.616740088,5.000881057
London,Waltham Forest,,Asian,635,601,452,293,181,33822.5,263.815,53.26377953,0.415456693,0.28503937,0.711811024,5.326377953
London,Waltham Forest,,Black,598,556,338,193,88,27909,40.205,46.67056856,0.067232441,0.147157191,0.565217391,4.667056856
London,Waltham Forest,,Chinese,22,9,12,7,3,1157,8.576,52.59090909,0.389818182,0.136363636,0.545454545,5.259090909
London,Waltham Forest,,,2539,2301,1614,999,598,127951.25,522.058,50.39434817,0.205615597,0.235525798,0.63568334,5.039434817
London,Waltham Forest,Female,White,475,409,323,225,162,25104.5,143.585,52.85157895,0.302284211,0.341052632,0.68,5.285157895
London,Waltham Forest,Female,Mixed,118,113,72,49,30,6052,13.965,51.28813559,0.118347458,0.254237288,0.610169492,5.128813559
London,Waltham Forest,Female,Asian,313,301,239,197,125,17495,187.58,55.89456869,0.599297125,0.399361022,0.763578275,5.589456869
London,Waltham Forest,Female,Black,329,312,211,134,71,16377.5,83.888,49.77963526,0.254978723,0.215805471,0.641337386,4.977963526
London,Waltham Forest,Female,Chinese,12,5,8,x,x,688,3.377,57.33333333,0.281416667,x,0.666666667,5.733333333
London,Waltham Forest,Female,,1280,1168,875,634,405,67550.25,454.486,52.77363281,0.355067188,0.31640625,0.68359375,5.277363281
London,Waltham Forest,Male,White,494,429,290,151,85,23953.5,29.17,48.4888664,0.059048583,0.172064777,0.587044534,4.84888664
London,Waltham Forest,Male,Mixed,109,108,68,35,25,5300,-7.619,48.62385321,-0.069899083,0.229357798,0.623853211,4.862385321
London,Waltham Forest,Male,Asian,322,300,213,96,56,16327.5,76.235,50.70652174,0.236754658,0.173913043,0.661490683,5.070652174
London,Waltham Forest,Male,Black,269,244,127,59,17,11531.5,-43.683,42.86802974,-0.162390335,0.063197026,0.472118959,4.286802974
London,Waltham Forest,Male,Chinese,10,4,4,x,x,469,5.199,46.9,0.5199,x,0.4,4.69
London,Waltham Forest,Male,,1259,1133,739,365,193,60401,67.572,47.97537728,0.053671168,0.153296267,0.586973789,4.797537728
South East,Buckinghamshire,,White,4220,3882,3180,1885,1552,235526.5,-6.948,55.81196682,-0.001646445,0.367772512,0.753554502,5.581196682
South East,Buckinghamshire,,Mixed,312,276,213,127,108,16826.5,-35.295,53.93108974,-0.113125,0.346153846,0.682692308,5.393108974
South East,Buckinghamshire,,Asian,855,784,592,373,315,46626,96.612,54.53333333,0.112996491,0.368421053,0.692397661,5.453333333
South East,Buckinghamshire,,Black,132,108,80,45,38,6522.75,7.55,49.41477273,0.05719697,0.287878788,0.606060606,4.941477273
South East,Buckinghamshire,,Chinese,18,13,x,12,12,1134,3.32,63,0.184444444,0.666666667,x,6.3
South East,Buckinghamshire,,,5622,5139,4144,2492,2066,311468.75,67.946,55.40176983,0.012085735,0.367484881,0.737104233,5.540176983
South East,Buckinghamshire,Female,White,2114,1952,1654,1025,851,121849,312.738,57.63907285,0.147936613,0.402554399,0.782403027,5.763907285
South East,Buckinghamshire,Female,Mixed,160,143,108,70,59,8918.5,3.126,55.740625,0.0195375,0.36875,0.675,5.5740625
South East,Buckinghamshire,Female,Asian,398,363,299,196,166,22885.5,106.317,57.50125628,0.267128141,0.417085427,0.751256281,5.750125628
South East,Buckinghamshire,Female,Black,68,53,46,28,25,3546.25,9.525,52.15073529,0.140073529,0.367647059,0.676470588,5.215073529
South East,Buckinghamshire,Female,Chinese,8,7,x,x,x,505,1.148,63.125,0.1435,x,x,6.3125
South East,Buckinghamshire,Female,,2786,2551,2144,1346,1125,159841.25,438.365,57.37302584,0.157345657,0.403804738,0.769562096,5.737302584
South East,Buckinghamshire,Male,White,2106,1930,1526,860,701,113677.5,-319.686,53.97792023,-0.151797721,0.3328585,0.724596391,5.397792023
South East,Buckinghamshire,Male,Mixed,152,133,105,57,49,7908,-38.421,52.02631579,-0.252769737,0.322368421,0.690789474,5.202631579
South East,Buckinghamshire,Male,Asian,457,421,293,177,149,23740.5,-9.705,51.94857768,-0.021236324,0.326039387,0.641137856,5.194857768
South East,Buckinghamshire,Male,Black,64,55,34,17,13,2976.5,-1.975,46.5078125,-0.030859375,0.203125,0.53125,4.65078125
South East,Buckinghamshire,Male,Chinese,10,6,x,x,x,629,2.172,62.9,0.2172,x,x,6.29
South East,Buckinghamshire,Male,,2836,2588,2000,1146,941,151627.5,-370.419,53.46526798,-0.130613188,0.33180536,0.705218618,5.346526798
South East,Milton Keynes,,White,1994,1926,1180,818,384,96151,-448.638,48.22016048,-0.224993982,0.192577733,0.591775326,4.822016048
South East,Milton Keynes,,Mixed,187,176,111,86,46,9281.5,-21.142,49.63368984,-0.113058824,0.245989305,0.593582888,4.963368984
South East,Milton Keynes,,Asian,204,188,147,112,71,10814.25,43.744,53.01102941,0.214431373,0.348039216,0.720588235,5.301102941
South East,Milton Keynes,,Black,338,269,186,184,70,16397,100.78,48.51183432,0.29816568,0.207100592,0.550295858,4.851183432
South East,Milton Keynes,,Chinese,15,15,10,7,5,817,7.51,54.46666667,0.500666667,0.333333333,0.666666667,5.446666667
South East,Milton Keynes,,,2800,2623,1678,1241,590,136659.25,-309.022,48.806875,-0.110365,0.210714286,0.599285714,4.8806875
South East,Milton Keynes,Female,White,997,964,635,464,254,50604.25,-87.996,50.75651956,-0.088260782,0.254764293,0.636910732,5.075651956
South East,Milton Keynes,Female,Mixed,92,86,54,40,23,4642.5,1.338,50.46195652,0.014543478,0.25,0.586956522,5.046195652
South East,Milton Keynes,Female,Asian,92,86,69,59,49,5136.75,43.511,55.83423913,0.472945652,0.532608696,0.75,5.583423913
South East,Milton Keynes,Female,Black,167,134,94,103,44,8447.5,68.295,50.58383234,0.408952096,0.263473054,0.562874251,5.058383234
South East,Milton Keynes,Female,Chinese,4,4,4,x,x,268,5.987,67,1.49675,x,1,6.7
South East,Milton Keynes,Female,,1380,1296,875,681,380,70579,37.657,51.1442029,0.027287681,0.275362319,0.634057971,5.11442029
South East,Milton Keynes,Male,White,997,962,545,354,130,45546.75,-360.642,45.6838014,-0.361727182,0.130391174,0.54663992,4.56838014
South East,Milton Keynes,Male,Mixed,95,90,57,46,23,4639,-22.48,48.83157895,-0.236631579,0.242105263,0.6,4.883157895
South East,Milton Keynes,Male,Asian,112,102,78,53,22,5677.5,0.233,50.69196429,0.002080357,0.196428571,0.696428571,5.069196429
South East,Milton Keynes,Male,Black,171,135,92,81,26,7949.5,32.485,46.48830409,0.18997076,0.152046784,0.538011696,4.648830409
South East,Milton Keynes,Male,Chinese,11,11,6,x,x,549,1.523,49.90909091,0.138454545,x,0.545454545,4.990909091
South East,Milton Keynes,Male,,1420,1327,803,560,210,66080.25,-346.679,46.53538732,-0.244140141,0.147887324,0.565492958,4.653538732
South East,East Sussex,,White,4532,4395,2873,1559,964,223907,165.622,49.40578111,0.036545013,0.21270962,0.633936452,4.940578111
South East,East Sussex,,Mixed,166,156,104,64,37,8285.5,16.943,49.9126506,0.102066265,0.222891566,0.626506024,4.99126506
South East,East Sussex,,Asian,60,53,45,27,22,3266,47.903,54.43333333,0.798383333,0.366666667,0.75,5.443333333
South East,East Sussex,,Black,31,25,19,11,7,1561,16.992,50.35483871,0.548129032,0.225806452,0.612903226,5.035483871
South East,East Sussex,,Chinese,9,8,9,5,5,584,6.136,64.88888889,0.681777778,0.555555556,1,6.488888889
South East,East Sussex,,,4930,4753,3113,1708,1059,243180,197.305,49.32657201,0.040021298,0.214807302,0.631440162,4.932657201
South East,East Sussex,Female,White,2261,2202,1513,867,562,116419,360.444,51.49004865,0.159417957,0.248562583,0.669172932,5.149004865
South East,East Sussex,Female,Mixed,82,76,55,37,25,4341.5,21.967,52.94512195,0.267890244,0.304878049,0.670731707,5.294512195
South East,East Sussex,Female,Asian,25,22,21,13,11,1458,26.233,58.32,1.04932,0.44,0.84,5.832
South East,East Sussex,Female,Black,20,16,13,x,x,1079,19.32,53.95,0.966,x,0.65,5.395
South East,East Sussex,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,East Sussex,Female,,2430,2353,1634,948,619,125674,444.108,51.71769547,0.182760494,0.25473251,0.672427984,5.171769547
South East,East Sussex,Male,White,2271,2193,1360,692,402,107488,-194.822,47.33069133,-0.085786878,0.177014531,0.59885513,4.733069133
South East,East Sussex,Male,Mixed,84,80,49,27,12,3944,-5.024,46.95238095,-0.059809524,0.142857143,0.583333333,4.695238095
South East,East Sussex,Male,Asian,35,31,24,14,11,1808,21.67,51.65714286,0.619142857,0.314285714,0.685714286,5.165714286
South East,East Sussex,Male,Black,11,9,6,x,x,482,-2.328,43.81818182,-0.211636364,x,0.545454545,4.381818182
South East,East Sussex,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,East Sussex,Male,,2500,2400,1479,760,440,117506,-246.803,47.0024,-0.0987212,0.176,0.5916,4.70024
South East,Brighton and Hove,,White,1802,1728,1178,684,451,90727.5,-32.626,50.3482242,-0.018105438,0.250277469,0.653718091,5.03482242
South East,Brighton and Hove,,Mixed,181,162,124,86,51,9323,28.403,51.50828729,0.156922652,0.281767956,0.685082873,5.150828729
South East,Brighton and Hove,,Asian,82,70,52,34,20,4093,31.123,49.91463415,0.37954878,0.243902439,0.634146341,4.991463415
South East,Brighton and Hove,,Black,41,35,21,19,5,1892.5,12.644,46.15853659,0.308390244,0.12195122,0.512195122,4.615853659
South East,Brighton and Hove,,Chinese,3,x,3,3,x,212.75,x,70.91666667,x,x,1,7.091666667
South East,Brighton and Hove,,,2139,2017,1398,836,534,107794.75,50.313,50.39492754,0.023521739,0.249649369,0.653576438,5.039492754
South East,Brighton and Hove,Female,White,899,870,612,367,258,46994.25,85.179,52.27391546,0.09474861,0.286985539,0.680756396,5.227391546
South East,Brighton and Hove,Female,Mixed,80,70,63,41,28,4312.75,25.987,53.909375,0.3248375,0.35,0.7875,5.3909375
South East,Brighton and Hove,Female,Asian,31,28,22,13,11,1651.5,20.472,53.27419355,0.660387097,0.35483871,0.709677419,5.327419355
South East,Brighton and Hove,Female,Black,19,15,9,10,x,863.5,8.474,45.44736842,0.446,x,0.473684211,4.544736842
South East,Brighton and Hove,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Brighton and Hove,Female,,1045,993,719,440,304,54744.75,144.363,52.38732057,0.138146411,0.290909091,0.688038278,5.238732057
South East,Brighton and Hove,Male,White,903,858,566,317,193,43733.25,-117.805,48.43106312,-0.130459579,0.213732004,0.626799557,4.843106312
South East,Brighton and Hove,Male,Mixed,101,92,61,45,23,5010.25,2.416,49.60643564,0.023920792,0.227722772,0.603960396,4.960643564
South East,Brighton and Hove,Male,Asian,51,42,30,21,9,2441.5,10.651,47.87254902,0.208843137,0.176470588,0.588235294,4.787254902
South East,Brighton and Hove,Male,Black,22,20,12,9,x,1029,4.17,46.77272727,0.189545455,x,0.545454545,4.677272727
South East,Brighton and Hove,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Brighton and Hove,Male,,1094,1024,679,396,230,53050,-94.05,48.49177331,-0.085968921,0.21023766,0.620658135,4.849177331
South East,Hampshire,,White,12110,11770,8065,4949,3098,617486.5,-599.507,50.98980182,-0.04950512,0.255821635,0.66597853,5.098980182
South East,Hampshire,,Mixed,350,326,232,152,105,18031.75,-28.498,51.51928571,-0.081422857,0.3,0.662857143,5.151928571
South East,Hampshire,,Asian,333,288,249,175,119,18279,157.764,54.89189189,0.473765766,0.357357357,0.747747748,5.489189189
South East,Hampshire,,Black,115,88,61,50,20,5535.5,23.739,48.13478261,0.206426087,0.173913043,0.530434783,4.813478261
South East,Hampshire,,Chinese,35,28,31,22,19,2221.25,17.955,63.46428571,0.513,0.542857143,0.885714286,6.346428571
South East,Hampshire,,,13101,12632,8738,5403,3397,669454,-434.361,51.09945806,-0.033154797,0.259293184,0.666971987,5.109945806
South East,Hampshire,Female,White,5902,5733,4151,2747,1825,314539.25,613.338,53.29367164,0.103920366,0.309217215,0.703320908,5.329367164
South East,Hampshire,Female,Mixed,161,150,118,81,61,8930.25,30.535,55.4673913,0.189658385,0.378881988,0.732919255,5.54673913
South East,Hampshire,Female,Asian,144,130,117,87,61,8262.5,97.222,57.37847222,0.675152778,0.423611111,0.8125,5.737847222
South East,Hampshire,Female,Black,53,39,31,29,14,2686,16.181,50.67924528,0.305301887,0.264150943,0.58490566,5.067924528
South East,Hampshire,Female,Chinese,9,8,x,6,5,602,6.627,66.88888889,0.736333333,0.555555556,x,6.688888889
South East,Hampshire,Female,,6343,6120,4475,2982,1987,339005.5,769.449,53.44560933,0.121306795,0.31325871,0.705502128,5.344560933
South East,Hampshire,Male,White,6208,6037,3914,2202,1273,302947.25,-1212.845,48.79949259,-0.195368073,0.20505799,0.630476804,4.879949259
South East,Hampshire,Male,Mixed,189,176,114,71,44,9101.5,-59.033,48.15608466,-0.312343915,0.232804233,0.603174603,4.815608466
South East,Hampshire,Male,Asian,189,158,132,88,58,10016.5,60.542,52.9973545,0.320328042,0.306878307,0.698412698,5.29973545
South East,Hampshire,Male,Black,62,49,30,21,6,2849.5,7.558,45.95967742,0.121903226,0.096774194,0.483870968,4.595967742
South East,Hampshire,Male,Chinese,26,20,x,16,14,1619.25,11.328,62.27884615,0.435692308,0.538461538,x,6.227884615
South East,Hampshire,Male,,6758,6512,4263,2421,1410,330448.5,-1203.81,48.89738088,-0.178131104,0.20864161,0.630807931,4.889738088
South East,Portsmouth,,White,1515,1468,862,555,264,68914,-386.99,45.48778878,-0.255438944,0.174257426,0.568976898,4.548778878
South East,Portsmouth,,Mixed,54,52,34,23,13,2819,21.179,52.2037037,0.392203704,0.240740741,0.62962963,5.22037037
South East,Portsmouth,,Asian,95,86,70,44,29,5113,45.47,53.82105263,0.478631579,0.305263158,0.736842105,5.382105263
South East,Portsmouth,,Black,33,27,23,15,7,1628,23.579,49.33333333,0.714515152,0.212121212,0.696969697,4.933333333
South East,Portsmouth,,Chinese,7,7,x,x,x,446,3.504,63.71428571,0.500571429,x,x,6.371428571
South East,Portsmouth,,,1729,1662,1008,655,326,80116,-284.474,46.33661076,-0.164530943,0.188548294,0.582995951,4.633661076
South East,Portsmouth,Female,White,706,688,452,271,150,33976.5,-56.718,48.12535411,-0.08033711,0.212464589,0.640226629,4.812535411
South East,Portsmouth,Female,Mixed,29,28,19,11,x,1573.5,16.021,54.25862069,0.552448276,x,0.655172414,5.425862069
South East,Portsmouth,Female,Asian,56,50,45,24,18,3174,39.2,56.67857143,0.7,0.321428571,0.803571429,5.667857143
South East,Portsmouth,Female,Black,16,12,12,6,x,809,11.529,50.5625,0.7205625,x,0.75,5.05625
South East,Portsmouth,Female,Chinese,3,3,3,3,3,214,2.069,71.33333333,0.689666667,1,1,7.133333333
South East,Portsmouth,Female,,820,788,537,321,183,40237,13.083,49.0695122,0.015954878,0.223170732,0.654878049,4.90695122
South East,Portsmouth,Male,White,809,780,410,284,114,34937.5,-330.272,43.18603214,-0.408247219,0.14091471,0.506798517,4.318603214
South East,Portsmouth,Male,Mixed,25,24,15,12,x,1245.5,5.158,49.82,0.20632,x,0.6,4.982
South East,Portsmouth,Male,Asian,39,36,25,20,11,1939,6.27,49.71794872,0.160769231,0.282051282,0.641025641,4.971794872
South East,Portsmouth,Male,Black,17,15,11,9,x,819,12.05,48.17647059,0.708823529,x,0.647058824,4.817647059
South East,Portsmouth,Male,Chinese,4,4,x,x,x,232,1.435,58,0.35875,x,x,5.8
