Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
North West,Cumbria,Male,Mixed,22,18,19,7,5,1216,3.498,55.27272727,0.159,0.227272727,0.863636364,5.527272727
North West,Cumbria,Male,Asian,14,12,9,4,3,758,4.128,54.14285714,0.294857143,0.214285714,0.642857143,5.414285714
North West,Cumbria,Male,Black,8,4,x,x,x,342.5,-3.217,42.8125,-0.402125,x,x,4.28125
North West,Cumbria,Male,Chinese,3,3,3,3,x,202,-0.015,67.33333333,-0.005,x,1,6.733333333
North West,Cumbria,Male,,2614,2547,1524,832,434,121008,-997.684,46.29227238,-0.381669472,0.166029074,0.583014537,4.629227238
Yorkshire and the Humber,Barnsley,,White,2018,1990,1193,575,358,95597,-446.849,47.37215064,-0.221431615,0.17740337,0.591179386,4.737215064
Yorkshire and the Humber,Barnsley,,Mixed,35,29,25,14,10,1798.5,-5.807,51.38571429,-0.165914286,0.285714286,0.714285714,5.138571429
Yorkshire and the Humber,Barnsley,,Asian,6,4,x,x,x,265,3.609,44.16666667,0.6015,x,x,4.416666667
Yorkshire and the Humber,Barnsley,,Black,15,9,5,5,3,675.5,5.767,45.03333333,0.384466667,0.2,0.333333333,4.503333333
Yorkshire and the Humber,Barnsley,,Chinese,0,0,0,0,0,0,0,x,x,x,x,x
Yorkshire and the Humber,Barnsley,,,2088,2042,1234,597,373,99002.5,-442.526,47.41499042,-0.211937739,0.178639847,0.590996169,4.741499042
Yorkshire and the Humber,Barnsley,Female,White,1007,993,647,327,216,49840,-88.506,49.49354518,-0.087890765,0.21449851,0.642502483,4.949354518
Yorkshire and the Humber,Barnsley,Female,Mixed,18,15,12,x,7,955.5,-3.13,53.08333333,-0.173888889,0.388888889,0.666666667,5.308333333
Yorkshire and the Humber,Barnsley,Female,Asian,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Barnsley,Female,Black,8,5,x,x,x,404,2.052,50.5,0.2565,x,x,5.05
Yorkshire and the Humber,Barnsley,Female,Chinese,0,0,0,0,0,0,0,x,x,x,x,x
Yorkshire and the Humber,Barnsley,Female,,1040,1017,666,339,227,51493.5,-89.372,49.51298077,-0.085934615,0.218269231,0.640384615,4.951298077
Yorkshire and the Humber,Barnsley,Male,White,1011,997,546,248,142,45757,-358.343,45.25914936,-0.354444115,0.140454995,0.540059347,4.525914936
Yorkshire and the Humber,Barnsley,Male,Mixed,17,14,13,x,3,843,-2.677,49.58823529,-0.157470588,0.176470588,0.764705882,4.958823529
Yorkshire and the Humber,Barnsley,Male,Asian,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Barnsley,Male,Black,7,4,x,x,x,271.5,3.715,38.78571429,0.530714286,x,x,3.878571429
Yorkshire and the Humber,Barnsley,Male,Chinese,0,0,0,0,0,0,0,x,x,x,x,x
Yorkshire and the Humber,Barnsley,Male,,1048,1025,568,258,146,47509,-353.154,45.33301527,-0.336979008,0.139312977,0.541984733,4.533301527
Yorkshire and the Humber,Doncaster,,White,2808,2732,1667,763,438,131303.25,-645.225,46.76041667,-0.229780983,0.155982906,0.593660969,4.676041667
Yorkshire and the Humber,Doncaster,,Mixed,61,58,35,18,12,2930.5,-2.274,48.04098361,-0.037278689,0.196721311,0.573770492,4.804098361
Yorkshire and the Humber,Doncaster,,Asian,77,67,47,22,13,3751.5,17.074,48.72077922,0.22174026,0.168831169,0.61038961,4.872077922
Yorkshire and the Humber,Doncaster,,Black,35,30,16,15,8,1473,-3.872,42.08571429,-0.110628571,0.228571429,0.457142857,4.208571429
Yorkshire and the Humber,Doncaster,,Chinese,10,10,x,6,4,624,4.298,62.4,0.4298,0.4,x,6.24
Yorkshire and the Humber,Doncaster,,,3026,2928,1799,830,480,141807.25,-620.806,46.86293787,-0.205157303,0.158625248,0.59451421,4.686293787
Yorkshire and the Humber,Doncaster,Female,White,1375,1339,879,448,280,67667.5,-124.056,49.21272727,-0.090222545,0.203636364,0.639272727,4.921272727
Yorkshire and the Humber,Doncaster,Female,Mixed,31,30,21,13,x,1614,5.185,52.06451613,0.167258065,x,0.677419355,5.206451613
Yorkshire and the Humber,Doncaster,Female,Asian,42,36,27,13,9,2061,8.764,49.07142857,0.208666667,0.214285714,0.642857143,4.907142857
Yorkshire and the Humber,Doncaster,Female,Black,18,15,9,8,4,775,-0.553,43.05555556,-0.030722222,0.222222222,0.5,4.305555556
Yorkshire and the Humber,Doncaster,Female,Chinese,7,7,x,x,x,452,4.009,64.57142857,0.572714286,x,x,6.457142857
Yorkshire and the Humber,Doncaster,Female,,1491,1443,956,492,312,73508,-100.479,49.30114017,-0.067390342,0.209255533,0.641180416,4.930114017
Yorkshire and the Humber,Doncaster,Male,White,1433,1393,788,315,158,63635.75,-521.169,44.40736218,-0.363690858,0.1102582,0.549895324,4.440736218
Yorkshire and the Humber,Doncaster,Male,Mixed,30,28,14,5,x,1316.5,-7.459,43.88333333,-0.248633333,x,0.466666667,4.388333333
Yorkshire and the Humber,Doncaster,Male,Asian,35,31,20,9,4,1690.5,8.31,48.3,0.237428571,0.114285714,0.571428571,4.83
Yorkshire and the Humber,Doncaster,Male,Black,17,15,7,7,4,698,-3.319,41.05882353,-0.195235294,0.235294118,0.411764706,4.105882353
Yorkshire and the Humber,Doncaster,Male,Chinese,3,3,3,x,x,172,0.289,57.33333333,0.096333333,x,1,5.733333333
Yorkshire and the Humber,Doncaster,Male,,1535,1485,843,338,168,68299.25,-520.327,44.49462541,-0.338975244,0.109446254,0.549185668,4.449462541
Yorkshire and the Humber,Rotherham,,White,2980,2922,1847,939,596,145153.5,71.995,48.70922819,0.024159396,0.2,0.619798658,4.870922819
Yorkshire and the Humber,Rotherham,,Mixed,58,57,39,22,11,2887,-11.095,49.77586207,-0.191293103,0.189655172,0.672413793,4.977586207
Yorkshire and the Humber,Rotherham,,Asian,231,223,133,48,34,11134,46.077,48.1991342,0.199467532,0.147186147,0.575757576,4.81991342
Yorkshire and the Humber,Rotherham,,Black,38,31,23,19,10,1952.5,20.128,51.38157895,0.529684211,0.263157895,0.605263158,5.138157895
Yorkshire and the Humber,Rotherham,,Chinese,8,8,x,x,x,538,5.414,67.25,0.67675,x,x,6.725
Yorkshire and the Humber,Rotherham,,,3335,3257,2060,1039,661,162626.5,143.092,48.76356822,0.042906147,0.1982009,0.617691154,4.876356822
Yorkshire and the Humber,Rotherham,Female,White,1504,1475,1006,571,388,77263,190.166,51.37167553,0.12644016,0.257978723,0.668882979,5.137167553
Yorkshire and the Humber,Rotherham,Female,Mixed,25,25,17,11,6,1293.5,2.181,51.74,0.08724,0.24,0.68,5.174
Yorkshire and the Humber,Rotherham,Female,Asian,118,117,75,37,27,6108.5,38.423,51.76694915,0.325618644,0.228813559,0.63559322,5.176694915
Yorkshire and the Humber,Rotherham,Female,Black,18,15,13,12,6,951.5,10.37,52.86111111,0.576111111,0.333333333,0.722222222,5.286111111
Yorkshire and the Humber,Rotherham,Female,Chinese,4,4,4,4,4,270,1.651,67.5,0.41275,1,1,6.75
Yorkshire and the Humber,Rotherham,Female,,1679,1644,1119,636,432,86346.5,245.492,51.4273377,0.146213222,0.25729601,0.666468136,5.14273377
Yorkshire and the Humber,Rotherham,Male,White,1476,1447,841,368,208,67890.5,-118.171,45.99627371,-0.080061653,0.140921409,0.569783198,4.599627371
Yorkshire and the Humber,Rotherham,Male,Mixed,33,32,22,11,5,1593.5,-13.276,48.28787879,-0.40230303,0.151515152,0.666666667,4.828787879
Yorkshire and the Humber,Rotherham,Male,Asian,113,106,58,11,7,5025.5,7.654,44.47345133,0.067734513,0.061946903,0.513274336,4.447345133
Yorkshire and the Humber,Rotherham,Male,Black,20,16,10,7,4,1001,9.758,50.05,0.4879,0.2,0.5,5.005
Yorkshire and the Humber,Rotherham,Male,Chinese,4,4,x,x,x,268,3.763,67,0.94075,x,x,6.7
Yorkshire and the Humber,Rotherham,Male,,1656,1613,941,403,229,76280,-102.4,46.06280193,-0.061835749,0.138285024,0.568236715,4.606280193
Yorkshire and the Humber,Sheffield,,White,4001,3891,2422,1561,900,194306.25,-194.02,48.56442139,-0.048492877,0.224943764,0.605348663,4.856442139
Yorkshire and the Humber,Sheffield,,Mixed,265,259,140,107,49,12255.5,-30.82,46.24716981,-0.116301887,0.18490566,0.528301887,4.624716981
Yorkshire and the Humber,Sheffield,,Asian,501,458,283,196,95,23561.25,121.026,47.02844311,0.241568862,0.189620758,0.564870259,4.702844311
Yorkshire and the Humber,Sheffield,,Black,260,219,146,98,47,12321,58.157,47.38846154,0.223680769,0.180769231,0.561538462,4.738846154
Yorkshire and the Humber,Sheffield,,Chinese,18,12,15,11,8,1182,9.811,65.66666667,0.545055556,0.444444444,0.833333333,6.566666667
Yorkshire and the Humber,Sheffield,,,5242,5012,3112,2065,1141,252931.25,29.286,48.25090614,0.005586799,0.217665013,0.593666539,4.825090614
Yorkshire and the Humber,Sheffield,Female,White,1927,1874,1220,865,525,97362.25,165.326,50.52529839,0.085794499,0.272444214,0.633108459,5.052529839
Yorkshire and the Humber,Sheffield,Female,Mixed,137,133,75,62,32,6714.5,25.056,49.01094891,0.182890511,0.233576642,0.547445255,4.901094891
Yorkshire and the Humber,Sheffield,Female,Asian,235,213,144,117,55,11698.75,101.032,49.78191489,0.429923404,0.234042553,0.612765957,4.978191489
Yorkshire and the Humber,Sheffield,Female,Black,121,103,80,53,29,6129.5,39.027,50.65702479,0.32253719,0.239669421,0.661157025,5.065702479
Yorkshire and the Humber,Sheffield,Female,Chinese,11,7,11,7,5,743.5,8.795,67.59090909,0.799545455,0.454545455,1,6.759090909
Yorkshire and the Humber,Sheffield,Female,,2517,2409,1585,1154,672,127105.25,388.645,50.49870878,0.154408025,0.266984505,0.629717918,5.049870878
Yorkshire and the Humber,Sheffield,Male,White,2074,2017,1202,696,375,96944,-359.346,46.74252652,-0.173262295,0.180810029,0.579556413,4.674252652
Yorkshire and the Humber,Sheffield,Male,Mixed,128,126,65,45,17,5541,-55.876,43.2890625,-0.43653125,0.1328125,0.5078125,4.32890625
Yorkshire and the Humber,Sheffield,Male,Asian,266,245,139,79,40,11862.5,19.994,44.59586466,0.075165414,0.15037594,0.522556391,4.459586466
Yorkshire and the Humber,Sheffield,Male,Black,139,116,66,45,18,6191.5,19.13,44.54316547,0.137625899,0.129496403,0.474820144,4.454316547
Yorkshire and the Humber,Sheffield,Male,Chinese,7,5,4,4,3,438.5,1.016,62.64285714,0.145142857,0.428571429,0.571428571,6.264285714
Yorkshire and the Humber,Sheffield,Male,,2725,2603,1527,911,469,125826,-359.359,46.1746789,-0.131874862,0.172110092,0.560366972,4.61746789
Yorkshire and the Humber,Bradford,,White,2979,2844,1594,932,540,136312.5,-727.165,45.75780463,-0.244097012,0.181268882,0.535078886,4.575780463
Yorkshire and the Humber,Bradford,,Mixed,218,207,100,69,34,9641.5,-71.676,44.22706422,-0.328788991,0.155963303,0.458715596,4.422706422
Yorkshire and the Humber,Bradford,,Asian,2482,2371,1261,833,406,113772.5,-44.439,45.8390411,-0.017904512,0.16357776,0.508058018,4.58390411
Yorkshire and the Humber,Bradford,,Black,81,59,45,25,10,3662.5,21.219,45.21604938,0.261962963,0.12345679,0.555555556,4.521604938
Yorkshire and the Humber,Bradford,,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Bradford,,,5859,5561,3051,1887,1009,267683.25,-823.437,45.687532,-0.140542243,0.172213688,0.520737327,4.5687532
Yorkshire and the Humber,Bradford,Female,White,1524,1456,866,572,350,73357.5,-153.77,48.13484252,-0.10089895,0.229658793,0.56824147,4.813484252
Yorkshire and the Humber,Bradford,Female,Mixed,115,110,58,42,20,5392.5,-19.546,46.89130435,-0.169965217,0.173913043,0.504347826,4.689130435
Yorkshire and the Humber,Bradford,Female,Asian,1207,1149,667,501,273,59076.5,219.18,48.94490472,0.181590721,0.226180613,0.552609776,4.894490472
Yorkshire and the Humber,Bradford,Female,Black,42,35,29,17,x,2217,24.132,52.78571429,0.574571429,x,0.69047619,5.278571429
Yorkshire and the Humber,Bradford,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Bradford,Female,,2936,2791,1651,1150,666,142353.75,80.441,48.48560967,0.027398161,0.226839237,0.5623297,4.848560967
Yorkshire and the Humber,Bradford,Male,White,1455,1388,728,360,190,62955,-573.395,43.26804124,-0.394085911,0.130584192,0.500343643,4.326804124
Yorkshire and the Humber,Bradford,Male,Mixed,103,97,42,27,14,4249,-52.13,41.25242718,-0.506116505,0.13592233,0.40776699,4.125242718
Yorkshire and the Humber,Bradford,Male,Asian,1275,1222,594,332,133,54696,-263.619,42.89882353,-0.20676,0.104313725,0.465882353,4.289882353
Yorkshire and the Humber,Bradford,Male,Black,39,24,16,8,x,1445.5,-2.913,37.06410256,-0.074692308,x,0.41025641,3.706410256
Yorkshire and the Humber,Bradford,Male,Chinese,0,0,0,0,0,0,0,x,x,x,x,x
Yorkshire and the Humber,Bradford,Male,,2923,2770,1400,737,343,125329.5,-903.878,42.87700992,-0.309229559,0.117345193,0.478959973,4.287700992
Yorkshire and the Humber,Calderdale,,White,2021,1977,1354,717,516,105281,-140.193,52.09351806,-0.069368135,0.255319149,0.669965364,5.209351806
Yorkshire and the Humber,Calderdale,,Mixed,93,89,55,27,16,4535.5,-4.628,48.7688172,-0.049763441,0.172043011,0.591397849,4.87688172
Yorkshire and the Humber,Calderdale,,Asian,375,363,220,130,77,18271.5,58.153,48.724,0.155074667,0.205333333,0.586666667,4.8724
Yorkshire and the Humber,Calderdale,,Black,20,18,12,8,7,1068.5,9.439,53.425,0.47195,0.35,0.6,5.3425
Yorkshire and the Humber,Calderdale,,Chinese,4,4,4,x,x,241,1.708,60.25,0.427,x,1,6.025
Yorkshire and the Humber,Calderdale,,,2524,2461,1650,887,620,129870,-77.424,51.4540412,-0.030675119,0.245641838,0.653724247,5.14540412
Yorkshire and the Humber,Calderdale,Female,White,969,950,690,398,289,52354.5,56.116,54.02941176,0.057911249,0.298245614,0.712074303,5.402941176
Yorkshire and the Humber,Calderdale,Female,Mixed,51,49,32,19,13,2628.5,0.547,51.53921569,0.01072549,0.254901961,0.62745098,5.153921569
Yorkshire and the Humber,Calderdale,Female,Asian,195,188,105,76,49,9562,35.423,49.03589744,0.18165641,0.251282051,0.538461538,4.903589744
Yorkshire and the Humber,Calderdale,Female,Black,8,7,x,5,4,473,3.96,59.125,0.495,0.5,x,5.9125
Yorkshire and the Humber,Calderdale,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Calderdale,Female,,1229,1200,838,500,357,65313,97.332,53.14320586,0.079196094,0.290480065,0.681855167,5.314320586
Yorkshire and the Humber,Calderdale,Male,White,1052,1027,664,319,227,52926.5,-196.309,50.31036122,-0.186605513,0.215779468,0.631178707,5.031036122
Yorkshire and the Humber,Calderdale,Male,Mixed,42,40,23,8,3,1907,-5.175,45.4047619,-0.123214286,0.071428571,0.547619048,4.54047619
Yorkshire and the Humber,Calderdale,Male,Asian,180,175,115,54,28,8709.5,22.73,48.38611111,0.126277778,0.155555556,0.638888889,4.838611111
Yorkshire and the Humber,Calderdale,Male,Black,12,11,x,3,3,595.5,5.479,49.625,0.456583333,0.25,x,4.9625
Yorkshire and the Humber,Calderdale,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
Yorkshire and the Humber,Calderdale,Male,,1295,1261,812,387,263,64557,-174.756,49.85096525,-0.134946718,0.203088803,0.627027027,4.985096525
Yorkshire and the Humber,Kirklees,,White,3029,2963,1918,1087,673,148183.75,-553.573,48.92167382,-0.182757676,0.22218554,0.633212281,4.892167382
Yorkshire and the Humber,Kirklees,,Mixed,225,221,106,67,37,10030.5,-61.749,44.58,-0.27444,0.164444444,0.471111111,4.458
Yorkshire and the Humber,Kirklees,,Asian,1139,1097,686,444,256,56699,135.204,49.77963126,0.118704126,0.22475856,0.602282704,4.977963126
Yorkshire and the Humber,Kirklees,,Black,85,74,43,22,13,3890,0.57,45.76470588,0.006705882,0.152941176,0.505882353,4.576470588
Yorkshire and the Humber,Kirklees,,Chinese,10,7,10,6,5,626,5.39,62.6,0.539,0.5,1,6.26
Yorkshire and the Humber,Kirklees,,,4534,4397,2786,1639,991,221611.25,-470.05,48.87764667,-0.103672254,0.218570798,0.614468461,4.887764667
Yorkshire and the Humber,Kirklees,Female,White,1525,1501,1053,643,419,78657.25,-20.611,51.57852459,-0.01351541,0.274754098,0.690491803,5.157852459
Yorkshire and the Humber,Kirklees,Female,Mixed,107,104,57,40,28,5041.5,-3.575,47.11682243,-0.033411215,0.261682243,0.53271028,4.711682243
Yorkshire and the Humber,Kirklees,Female,Asian,572,553,386,264,172,29948,160.3,52.35664336,0.280244755,0.300699301,0.674825175,5.235664336
Yorkshire and the Humber,Kirklees,Female,Black,43,36,25,16,10,2163,11.381,50.30232558,0.264674419,0.23255814,0.581395349,5.030232558
Yorkshire and the Humber,Kirklees,Female,Chinese,7,x,7,x,x,436,x,62.28571429,x,x,1,6.228571429
Yorkshire and the Humber,Kirklees,Female,,2277,2217,1541,973,637,117432.75,152.46,51.57345191,0.066956522,0.279754062,0.676767677,5.157345191
Yorkshire and the Humber,Kirklees,Male,White,1504,1462,865,444,254,69526.5,-532.962,46.22772606,-0.354363032,0.168882979,0.575132979,4.622772606
Yorkshire and the Humber,Kirklees,Male,Mixed,118,117,49,27,9,4989,-58.174,42.27966102,-0.493,0.076271186,0.415254237,4.227966102
Yorkshire and the Humber,Kirklees,Male,Asian,567,544,300,180,84,26751,-25.096,47.17989418,-0.044261023,0.148148148,0.529100529,4.717989418
Yorkshire and the Humber,Kirklees,Male,Black,42,38,18,6,3,1727,-10.811,41.11904762,-0.257404762,0.071428571,0.428571429,4.111904762
Yorkshire and the Humber,Kirklees,Male,Chinese,3,x,3,x,x,190,x,63.33333333,x,x,1,6.333333333
Yorkshire and the Humber,Kirklees,Male,,2257,2180,1245,666,354,104178.5,-622.51,46.15795304,-0.275813026,0.15684537,0.551617191,4.615795304
Yorkshire and the Humber,Leeds,,White,5700,5544,3467,2333,1338,277886.5,-512.55,48.75201754,-0.089921053,0.234736842,0.608245614,4.875201754
Yorkshire and the Humber,Leeds,,Mixed,335,313,194,137,75,16054.5,-59.715,47.9238806,-0.178253731,0.223880597,0.579104478,4.79238806
Yorkshire and the Humber,Leeds,,Asian,849,804,505,366,189,40610.75,61.82,47.8336278,0.072815077,0.222614841,0.594817432,4.78336278
Yorkshire and the Humber,Leeds,,Black,440,333,227,162,78,20329.25,91.433,46.20284091,0.207802273,0.177272727,0.515909091,4.620284091
Yorkshire and the Humber,Leeds,,Chinese,28,23,21,14,9,1697,29.215,60.60714286,1.043392857,0.321428571,0.75,6.060714286
Yorkshire and the Humber,Leeds,,,7483,7128,4478,3055,1713,362137.75,-423.416,48.39472805,-0.056583723,0.228918883,0.598423092,4.839472805
Yorkshire and the Humber,Leeds,Female,White,2762,2687,1798,1307,812,141419.25,144.537,51.20175597,0.052330558,0.293989862,0.650977552,5.120175597
Yorkshire and the Humber,Leeds,Female,Mixed,163,149,97,68,41,8124.5,-1.078,49.84355828,-0.006613497,0.251533742,0.595092025,4.984355828
Yorkshire and the Humber,Leeds,Female,Asian,407,387,260,209,119,20813.5,119.576,51.13882064,0.293798526,0.292383292,0.638820639,5.113882064
Yorkshire and the Humber,Leeds,Female,Black,220,166,124,90,49,10817,64.14,49.16818182,0.291545455,0.222727273,0.563636364,4.916818182
Yorkshire and the Humber,Leeds,Female,Chinese,14,12,x,7,5,865.75,17.838,61.83928571,1.274142857,0.357142857,x,6.183928571
Yorkshire and the Humber,Leeds,Female,,3629,3456,2320,1702,1035,184748.5,334.55,50.90892808,0.092187931,0.285202535,0.639294572,5.090892808
Yorkshire and the Humber,Leeds,Male,White,2938,2857,1669,1026,526,136467.25,-657.087,46.44902995,-0.223651123,0.179033356,0.568073519,4.644902995
Yorkshire and the Humber,Leeds,Male,Mixed,172,164,97,69,34,7930,-58.637,46.10465116,-0.340912791,0.197674419,0.563953488,4.610465116
Yorkshire and the Humber,Leeds,Male,Asian,442,417,245,157,70,19797.25,-57.756,44.79015837,-0.130669683,0.158371041,0.554298643,4.479015837
Yorkshire and the Humber,Leeds,Male,Black,220,167,103,72,29,9512.25,27.293,43.2375,0.124059091,0.131818182,0.468181818,4.32375
Yorkshire and the Humber,Leeds,Male,Chinese,14,11,x,7,4,831.25,11.377,59.375,0.812642857,0.285714286,x,5.9375
Yorkshire and the Humber,Leeds,Male,,3854,3672,2158,1353,678,177389.25,-757.966,46.02730929,-0.196669953,0.175921121,0.559937727,4.602730929
Yorkshire and the Humber,Wakefield,,White,3407,3321,2170,1119,663,165422.5,138.209,48.55371294,0.040566187,0.194599354,0.63692398,4.855371294
Yorkshire and the Humber,Wakefield,,Mixed,64,61,41,22,13,3256,7.403,50.875,0.115671875,0.203125,0.640625,5.0875
Yorkshire and the Humber,Wakefield,,Asian,116,110,75,46,31,5722.5,52.999,49.33189655,0.456887931,0.267241379,0.646551724,4.933189655
Yorkshire and the Humber,Wakefield,,Black,38,27,24,8,4,1741.25,8.257,45.82236842,0.217289474,0.105263158,0.631578947,4.582236842
