REGION_NAME,LA_NAME,Ethnicity,Pupil Count for Reading,Pupil Count achieving expected levels of Reading,Pupil Count for Writing,Pupil Count achieving expected levels of Writing,Pupil Count for Maths,Pupil Count achieving expected levels of Maths,"Pupil Count for Grammer, Punctuation, and Spelling","Pupil Count achieving Grammer, Punctuation, and Spelling","Pupil Count for Reading, Writing, and Maths","Pupil Count achieving Reading, Writing, and Maths",Achieve expected levels of KS2 Reading,Achieve expected levels of KS2 Writing,Achieve expected levels of KS2 Maths,Achieve expected levels of KS2 Grammar Punctuation and Spelling,Achieve expected levels of KS2 Reading Writing and Maths
Yorkshire and the Humber,Barnsley,Chinese,3,x,3,x,3,x,3,x,3,x,x,x,x,x,x
Yorkshire and the Humber,Doncaster,,3409,1902,3409,2496,3409,2172,3409,2224,3409,1575,0.557934878,0.732179525,0.63713699,0.65239073,0.46201232
Yorkshire and the Humber,Doncaster,White,3144,1761,3144,2302,3144,1992,3144,2036,3144,1455,0.560114504,0.732188295,0.633587786,0.647582697,0.46278626
Yorkshire and the Humber,Doncaster,Mixed,91,55,91,68,91,61,91,69,91,42,0.604395604,0.747252747,0.67032967,0.758241758,0.461538462
Yorkshire and the Humber,Doncaster,Asian,92,45,92,66,92,62,92,64,92,40,0.489130435,0.717391304,0.673913043,0.695652174,0.434782609
Yorkshire and the Humber,Doncaster,Black,30,19,30,25,30,25,30,26,30,18,0.633333333,0.833333333,0.833333333,0.866666667,0.6
Yorkshire and the Humber,Doncaster,Chinese,12,7,12,x,12,9,12,9,12,7,0.583333333,x,0.75,0.75,0.583333333
Yorkshire and the Humber,Rotherham,,3059,1946,3057,2373,3057,2200,3057,2172,3057,1650,0.636155606,0.776251227,0.719659797,0.710500491,0.539744848
Yorkshire and the Humber,Rotherham,White,2651,1689,2650,2055,2650,1891,2650,1865,2650,1434,0.637118069,0.775471698,0.713584906,0.703773585,0.541132075
Yorkshire and the Humber,Rotherham,Mixed,95,65,95,74,95,74,95,67,95,54,0.684210526,0.778947368,0.778947368,0.705263158,0.568421053
Yorkshire and the Humber,Rotherham,Asian,244,148,244,190,244,183,244,188,244,128,0.606557377,0.778688525,0.75,0.770491803,0.524590164
Yorkshire and the Humber,Rotherham,Black,36,24,35,29,35,26,35,26,35,17,0.666666667,0.828571429,0.742857143,0.742857143,0.485714286
Yorkshire and the Humber,Rotherham,Chinese,7,4,7,4,7,7,7,7,7,3,0.571428571,0.571428571,1,1,0.428571429
Yorkshire and the Humber,Sheffield,,5827,3617,5825,4288,5826,4010,5827,4084,5824,3034,0.620731079,0.736137339,0.688293855,0.700875236,0.520947802
Yorkshire and the Humber,Sheffield,White,4177,2683,4176,3068,4176,2899,4177,2882,4175,2251,0.642327029,0.73467433,0.694204981,0.689968877,0.539161677
Yorkshire and the Humber,Sheffield,Mixed,415,255,415,300,415,269,415,290,415,204,0.614457831,0.722891566,0.648192771,0.698795181,0.491566265
Yorkshire and the Humber,Sheffield,Asian,705,397,705,528,705,491,705,538,705,341,0.563120567,0.74893617,0.696453901,0.763120567,0.483687943
Yorkshire and the Humber,Sheffield,Black,296,159,296,223,296,185,296,209,296,132,0.537162162,0.753378378,0.625,0.706081081,0.445945946
Yorkshire and the Humber,Sheffield,Chinese,21,16,21,17,21,x,21,x,21,16,0.761904762,0.80952381,x,x,0.761904762
Yorkshire and the Humber,Bradford,,7280,4155,7280,5414,7280,4801,7279,5035,7280,3390,0.570741758,0.743681319,0.659478022,0.691715895,0.465659341
Yorkshire and the Humber,Bradford,White,3623,2143,3623,2552,3623,2301,3623,2397,3623,1681,0.591498758,0.704388628,0.635109026,0.661606404,0.463980127
Yorkshire and the Humber,Bradford,Mixed,349,216,349,263,349,226,349,240,349,168,0.618911175,0.753581662,0.64756447,0.687679083,0.481375358
Yorkshire and the Humber,Bradford,Asian,3122,1691,3122,2455,3122,2152,3121,2268,3122,1452,0.541639974,0.786354901,0.68930173,0.726690163,0.465086483
Yorkshire and the Humber,Bradford,Black,91,52,91,73,91,58,91,69,91,42,0.571428571,0.802197802,0.637362637,0.758241758,0.461538462
Yorkshire and the Humber,Bradford,Chinese,6,x,6,3,6,x,6,3,6,x,x,0.5,x,0.5,x
Yorkshire and the Humber,Calderdale,,2642,1723,2642,1570,2642,1764,2642,1828,2642,1243,0.652157456,0.594246783,0.667676003,0.691900076,0.470476911
Yorkshire and the Humber,Calderdale,White,2095,1385,2095,1255,2095,1397,2095,1430,2095,999,0.661097852,0.599045346,0.666825776,0.682577566,0.476849642
Yorkshire and the Humber,Calderdale,Mixed,102,76,102,72,102,73,102,79,102,59,0.745098039,0.705882353,0.715686275,0.774509804,0.578431373
Yorkshire and the Humber,Calderdale,Asian,411,241,411,223,411,274,411,296,411,172,0.586374696,0.542579075,0.666666667,0.720194647,0.418491484
Yorkshire and the Humber,Calderdale,Black,19,11,19,12,19,11,19,14,19,6,0.578947368,0.631578947,0.578947368,0.736842105,0.315789474
Yorkshire and the Humber,Calderdale,Chinese,3,x,3,x,3,x,3,x,3,x,x,x,x,x,x
Yorkshire and the Humber,Kirklees,,5101,3139,5100,3563,5101,3432,5101,3525,5100,2483,0.615369535,0.698627451,0.672809253,0.691040972,0.486862745
Yorkshire and the Humber,Kirklees,White,3192,2069,3192,2237,3192,2176,3192,2189,3192,1597,0.648182957,0.700814536,0.681704261,0.685776942,0.500313283
Yorkshire and the Humber,Kirklees,Mixed,310,190,310,217,310,177,310,201,310,141,0.612903226,0.7,0.570967742,0.648387097,0.45483871
Yorkshire and the Humber,Kirklees,Asian,1400,776,1400,976,1400,951,1400,1008,1400,657,0.554285714,0.697142857,0.679285714,0.72,0.469285714
Yorkshire and the Humber,Kirklees,Black,95,49,95,68,95,56,95,62,95,41,0.515789474,0.715789474,0.589473684,0.652631579,0.431578947
Yorkshire and the Humber,Kirklees,Chinese,10,7,10,x,10,10,10,x,10,7,0.7,x,1,x,0.7
Yorkshire and the Humber,Leeds,,8305,5065,8304,5593,8305,5471,8305,5814,8304,3967,0.60987357,0.673530829,0.658759783,0.700060205,0.47772158
